ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
390162,1,1,0,0,0,0,0,0,0,0,0,0
390163,1,1,0,0,0,0,0,0,0,0,0,0
390164,1,1,0,0,0,0,0,0,0,0,0,0
390164,2,1,5,0,0,0,0,0,0,0,21,0
390165,1,1,0,0,0,0,0,0,0,0,0,0
390165,2,1,0,0,0,0,0,11,0,0,0,0
390165,3,1,0,0,0,0,0,0,0,0,0,0
390166,0,1,0,0,0,0,0,0,0,0,0,0
390166,1,1,0,0,0,14,0,0,0,0,0,0
390167,1,1,0,0,0,0,0,0,0,0,0,0
390167,2,1,0,0,0,0,0,0,0,0,0,0
390168,1,1,0,0,0,0,0,0,0,0,0,0
390169,1,1,20,0,0,0,0,0,0,0,0,0
390169,2,1,0,0,0,0,0,0,0,0,0,0
390170,1,1,0,0,0,0,0,0,0,0,0,0
390171,0,1,0,0,0,0,0,0,0,0,0,0
390171,1,1,0,0,0,0,0,0,0,0,0,0
390172,0,1,28,28,28,28,28,28,28,28,28,28
390172,1,1,0,0,0,0,0,0,0,0,0,24
390172,2,1,0,0,0,0,0,0,0,0,0,0
390173,1,1,0,0,0,0,0,0,0,0,0,0
390174,1,1,0,0,0,30,0,0,0,0,0,0
390174,2,1,0,0,0,0,0,0,0,0,0,0
390176,1,1,12,12,12,12,12,12,12,12,12,12
390177,1,1,0,0,0,0,0,0,0,0,0,0
390178,1,1,0,0,0,0,0,0,0,0,0,0
390178,2,1,0,11,0,0,0,0,0,0,0,0
390179,1,1,0,0,0,0,0,0,0,0,0,0
390179,2,1,0,0,0,0,0,0,0,0,0,0
390180,1,1,0,0,0,0,0,0,0,0,0,0
390180,2,1,0,6,0,0,0,0,0,0,0,0
390181,1,1,7,7,7,7,7,7,7,7,7,7
390182,1,1,23,23,23,23,23,23,23,23,23,23
390182,2,1,7,7,7,7,7,7,7,7,7,7
390183,1,1,17,5,18,16,4,0,23,29,8,9
390183,2,1,0,0,0,0,0,0,0,0,0,0
390184,1,1,0,0,0,0,0,0,0,0,0,0
390184,2,1,36,36,36,36,36,36,36,36,36,36
390184,3,1,0,0,0,0,0,0,0,0,0,0
390185,1,1,0,0,0,0,0,0,0,0,0,0
390186,1,1,16,16,16,16,16,16,16,16,16,16
390186,2,1,0,0,0,0,0,0,0,0,0,0
390187,1,1,19,0,0,0,0,0,0,0,0,0
390187,2,1,0,0,0,0,0,0,0,0,0,0
390188,1,1,25,14,0,12,13,19,14,40,10,8
390189,1,1,0,0,0,0,0,0,0,0,0,0
390190,1,1,0,0,0,0,0,0,0,0,0,0
390190,2,1,0,0,0,0,0,0,0,0,17,0
390191,0,1,10,10,10,10,10,10,10,10,10,10
390191,1,1,0,0,0,0,29,0,17,0,0,0
390192,1,1,26,26,26,26,26,26,26,26,26,26
390193,1,1,0,0,0,0,0,0,0,0,0,0
390193,2,1,0,0,0,0,0,0,0,0,0,0
390194,1,1,0,0,0,0,0,0,0,0,0,0
390194,2,1,0,0,0,0,0,0,0,0,20,0
390194,3,1,0,0,0,0,0,0,0,0,0,0
390194,4,1,0,13,0,0,0,0,0,0,0,0
390195,1,1,0,0,0,0,0,0,0,0,0,0
390195,2,1,0,0,0,0,0,0,0,0,0,0
390197,1,1,0,0,0,0,0,0,0,0,0,0
390198,1,1,0,0,0,0,0,0,0,0,0,0
390199,1,1,0,0,0,0,0,0,0,0,0,0
390200,1,1,20,20,20,20,20,20,20,20,20,20
390201,1,1,0,0,0,0,0,0,0,0,0,0
390202,1,1,0,0,0,0,0,0,0,0,14,0
390202,2,1,0,0,0,0,0,0,0,0,0,0
390204,1,1,0,0,0,0,0,0,0,0,0,0
390204,2,1,0,0,0,0,0,0,0,0,0,0
390205,1,1,0,0,0,0,0,0,0,0,0,0
390206,1,1,16,16,16,16,16,16,16,16,16,16
390207,1,1,0,0,0,0,0,0,0,0,0,0
390208,1,1,0,0,0,0,0,11,0,0,0,0
390208,2,1,0,0,0,0,0,0,0,0,0,0
390209,1,1,0,0,0,0,0,0,0,0,0,0
390209,2,1,0,0,0,0,0,0,0,0,0,0
390210,0,1,15,29,10,12,26,19,14,6,13,26
390210,1,1,0,14,0,0,0,0,0,0,0,0
390211,1,1,0,0,0,0,0,0,0,0,0,0
390211,2,1,0,0,0,0,24,0,0,0,0,7
390211,3,1,0,0,0,0,0,0,0,0,32,0
390212,1,1,29,29,29,29,29,29,29,29,29,29
390213,1,1,0,0,0,0,0,0,0,0,0,0
390214,1,1,0,0,0,0,0,0,0,0,0,0
390214,2,1,0,0,0,0,0,0,0,0,0,0
390216,1,1,0,0,0,0,0,0,0,0,0,0
390217,1,1,0,0,0,0,0,0,0,0,0,0
390217,2,1,0,0,0,0,0,0,0,0,0,0
390217,3,1,0,0,0,0,0,0,0,0,0,0
390217,4,1,0,0,0,0,0,0,0,0,0,0
390218,1,1,15,15,15,15,15,15,15,15,15,15
390219,1,1,0,0,0,0,0,0,0,0,0,0
390219,2,1,0,0,0,0,0,0,0,0,0,0
390220,1,1,20,20,20,20,20,20,20,20,20,20
390221,1,1,0,0,0,0,0,0,0,0,0,0
390221,2,1,0,0,0,0,0,0,0,0,0,0
390221,3,1,0,0,0,0,0,0,0,0,0,0
390222,1,1,0,0,0,0,0,0,0,0,0,0
390222,2,1,0,0,0,0,0,0,0,0,0,0
390223,1,1,19,19,19,19,19,19,19,19,19,19
390224,0,1,0,0,0,0,0,0,0,0,0,0
390224,1,1,0,0,0,0,0,0,0,0,0,0
390225,1,1,0,0,0,0,0,0,0,0,0,0
390226,1,1,0,0,6,0,0,0,0,0,0,0
390226,2,1,0,0,0,0,0,0,0,0,0,0
390227,1,1,0,0,0,0,0,0,0,0,0,0
390227,2,1,0,0,0,0,0,40,0,0,0,0
390228,1,1,0,0,0,0,0,0,0,0,0,0
390229,0,1,0,0,0,28,0,15,0,0,0,27
390229,1,1,0,0,0,0,0,0,0,0,0,0
390230,1,1,0,0,0,0,0,0,0,0,0,0
390230,2,1,0,0,0,0,0,0,0,0,0,0
390231,1,1,16,16,16,16,16,16,16,16,16,16
390232,1,1,0,0,0,0,0,0,0,0,0,0
390233,1,1,0,0,0,0,0,0,0,0,0,0
390233,2,1,0,0,0,0,0,0,0,0,0,0
390234,1,1,15,15,15,15,15,15,15,15,15,15
390235,1,1,0,0,0,0,0,0,0,0,0,0
390235,2,1,0,0,0,0,0,0,0,0,0,0
390236,1,1,25,25,25,25,25,25,25,25,25,25
390237,1,1,16,16,16,16,16,16,16,16,16,16
390238,0,1,0,0,0,0,0,0,0,0,0,0
390238,1,1,0,0,0,0,0,0,0,0,0,0
390239,1,1,0,0,0,0,0,0,0,0,0,0
390240,1,1,0,0,0,0,0,0,0,0,0,0
390240,2,1,0,0,0,0,0,0,0,0,0,0
390241,1,1,0,0,0,0,0,0,0,0,0,0
390242,1,1,0,0,0,0,0,0,0,0,0,0
390242,2,1,0,0,0,0,0,0,0,0,0,0
390244,1,1,0,0,0,0,0,0,0,0,19,0
390244,2,1,0,0,0,0,0,0,0,0,0,0
390244,3,1,0,0,0,0,0,0,0,0,0,0
390245,1,1,0,0,0,0,0,0,0,0,0,0
390245,2,1,2,2,2,2,2,2,2,2,2,2
390246,1,1,0,0,0,0,0,0,0,0,0,0
390246,2,1,0,0,0,0,0,0,0,0,0,26
390247,1,1,21,21,21,21,21,21,21,21,21,21
390248,1,1,22,22,22,22,22,22,22,22,22,22
390249,2,1,0,0,13,5,0,0,0,0,0,0
390250,1,1,0,0,0,0,0,0,0,0,0,0
390250,2,1,0,0,0,0,0,0,0,0,0,0
390251,1,1,0,0,0,0,0,0,0,0,0,0
390252,1,1,18,18,18,18,18,18,18,18,18,18
390253,1,1,0,0,0,0,0,0,0,0,0,0
390253,2,1,0,0,7,0,0,0,0,0,0,0
390254,1,1,0,0,0,0,0,0,0,0,0,0
390254,2,1,0,0,0,0,0,0,0,0,0,0
390254,3,1,0,0,0,0,0,0,0,0,0,0
390255,1,1,0,0,0,0,0,0,0,0,0,0
390255,2,1,0,0,0,23,0,0,0,0,0,0
390255,3,1,0,0,0,0,0,0,0,0,0,0
390256,1,1,7,7,7,7,7,7,7,7,7,7
390257,1,1,0,0,0,0,0,0,0,0,0,0
390259,1,1,0,0,0,0,0,0,0,0,0,0
390259,2,1,0,0,0,0,0,0,0,0,0,0
390259,3,1,0,0,0,0,0,0,0,0,0,0
390260,0,1,0,0,13,0,0,0,0,0,0,0
390260,1,1,0,0,0,0,0,0,0,0,0,0
390261,1,1,0,0,0,0,9,0,0,0,7,0
390261,2,1,43,43,43,43,43,43,43,43,43,43
390262,1,1,0,0,0,0,0,0,0,0,0,0
390262,2,1,0,0,0,0,4,0,0,0,0,26
390263,1,1,0,0,0,0,8,0,0,0,0,0
390264,1,1,9,9,9,9,9,9,9,9,9,9
390265,1,1,26,0,0,16,0,24,0,0,3,35
390266,1,1,0,0,0,0,0,0,0,0,0,0
390266,2,1,0,0,0,0,0,0,0,0,0,10
390267,1,1,0,0,0,0,27,0,0,0,0,0
390268,1,1,13,13,13,13,13,13,13,13,13,13
390269,0,1,0,0,0,0,0,0,0,0,0,0
390269,1,1,0,0,0,0,0,0,0,0,15,0
390270,1,1,9,9,9,9,9,9,9,9,9,9
390270,2,1,9,9,9,9,9,9,9,9,9,9
390271,0,1,25,25,25,25,25,25,25,25,25,25
390271,1,1,0,0,0,0,0,0,0,0,0,0
390272,1,1,0,0,0,0,0,0,0,0,0,0
390272,2,1,0,0,0,0,0,0,0,0,0,0
390273,1,1,0,0,0,0,0,0,0,0,0,0
390273,2,1,0,0,0,0,0,0,0,0,0,0
390274,0,1,19,19,19,19,19,19,19,19,19,19
390274,1,1,15,17,8,42,9,16,12,0,21,0
390275,1,1,0,0,0,0,0,0,0,0,0,0
390276,1,1,17,17,17,17,17,17,17,17,17,17
390277,1,1,11,11,11,11,11,11,11,11,11,11
390278,1,1,0,0,0,0,0,0,0,0,0,0
390279,1,1,0,0,0,0,0,0,0,0,0,0
390279,2,1,0,0,0,0,0,0,0,0,0,0
390280,1,1,32,32,32,32,32,32,32,32,32,32
390280,2,1,0,0,0,0,0,0,0,0,16,0
390280,3,1,0,0,0,0,0,0,0,0,0,0
390281,1,1,0,0,0,0,0,0,0,0,0,0
390281,2,1,0,0,0,0,0,0,0,0,0,0
390282,1,1,0,0,0,0,0,0,0,0,0,0
390283,0,1,20,20,20,20,20,20,20,20,20,20
390283,1,1,0,0,0,0,0,0,0,0,0,0
390284,1,1,0,0,0,0,0,0,0,0,0,0
390285,1,1,0,0,0,0,0,0,0,0,0,0
390285,2,1,0,0,0,0,0,0,0,0,0,0
390286,1,1,0,0,0,0,0,0,0,0,0,0
390286,2,1,0,0,0,0,0,0,0,0,0,0
390287,1,1,0,0,0,0,0,0,0,0,0,0
390288,0,1,0,0,0,0,0,0,0,0,0,0
390288,1,1,0,0,0,0,0,0,0,0,0,0
390289,1,1,0,0,0,15,0,0,0,0,0,0
390289,2,1,0,0,0,0,0,0,0,0,0,0
390290,1,1,18,18,18,18,18,18,18,18,18,18
390291,1,1,21,21,21,21,21,21,21,21,21,21
390291,2,1,0,0,0,0,0,0,0,0,0,0
390292,0,1,0,0,0,0,0,0,0,0,0,0
390292,1,1,24,11,18,0,0,0,0,0,0,0
390293,1,1,11,11,11,11,11,11,11,11,11,11
390294,1,1,0,0,0,0,0,0,0,0,0,0
390296,1,1,0,0,0,0,0,0,0,0,0,0
390296,3,1,0,0,0,0,0,0,0,0,0,0
390297,1,1,0,0,0,0,0,0,0,0,0,0
390298,1,1,37,37,37,37,37,37,37,37,37,37
390298,2,1,0,0,0,0,0,0,0,0,0,0
390299,1,1,0,0,0,0,0,0,0,0,0,0
390299,2,1,0,0,0,0,0,0,0,0,0,0
390301,1,1,24,24,24,24,24,24,24,24,24,24
390302,1,1,0,0,0,0,0,0,0,0,0,0
390302,2,1,0,0,0,0,0,0,0,0,0,0
390303,1,1,25,25,25,25,25,25,25,25,25,25
390304,1,1,0,0,0,0,0,0,0,0,0,0
390304,2,1,0,0,0,0,0,0,0,0,0,0
390305,0,1,0,0,0,0,0,0,0,0,0,0
390305,1,1,0,0,0,21,0,0,0,0,0,0
390306,0,1,16,16,16,16,16,16,16,16,16,16
390306,1,1,0,28,0,18,0,0,20,0,0,28
390307,1,1,25,0,0,0,18,12,14,0,0,26
390308,1,1,0,0,0,0,0,0,0,0,0,0
390308,2,1,0,0,0,0,0,0,0,0,0,0
390309,1,1,0,0,0,0,0,0,0,0,0,0
390310,1,1,0,0,0,0,0,0,0,0,0,0
390310,2,1,0,0,0,0,0,5,0,0,0,0
390311,1,1,21,21,21,21,21,21,21,21,21,21
390312,1,1,0,11,0,0,0,10,0,8,0,0
390313,1,1,18,18,18,18,18,18,18,18,18,18
390314,1,1,10,10,10,10,10,10,10,10,10,10
390315,1,1,0,0,0,0,0,0,0,0,0,0
390315,2,1,27,27,27,27,27,27,27,27,27,27
390316,0,1,19,19,19,19,19,19,19,19,19,19
390316,1,1,0,0,0,0,0,0,0,0,0,0
390317,0,1,0,0,0,0,0,0,0,0,0,0
390317,1,1,0,0,0,0,0,0,0,0,0,0
390318,1,1,0,0,0,0,0,0,0,0,0,0
390318,2,1,8,0,15,0,0,0,22,0,0,0
390319,1,1,0,0,0,0,0,0,18,0,0,0
390319,2,1,0,0,0,19,0,0,0,0,0,0
390320,1,1,0,0,0,0,0,0,0,0,0,0
390321,0,1,0,0,0,0,0,0,0,0,0,0
390321,1,1,0,16,0,0,0,0,0,0,0,0
390322,1,1,19,19,19,19,19,19,19,19,19,19
390323,1,1,22,22,22,22,22,22,22,22,22,22
390324,1,1,21,21,21,21,21,21,21,21,21,21
390325,1,1,0,0,0,0,0,0,0,0,0,0
390326,1,1,10,0,0,6,0,0,0,0,0,0
390327,1,1,20,20,20,20,20,20,20,20,20,20
390328,1,1,0,0,0,0,0,0,0,0,0,0
390328,2,1,0,0,0,0,0,0,0,16,0,0
390328,3,1,0,0,0,0,0,0,0,0,0,0
390329,1,1,29,14,13,17,14,27,16,24,6,33
390330,1,1,0,0,0,0,0,0,0,0,0,0
390331,1,1,0,0,0,0,0,0,0,0,0,0
390332,1,1,0,0,24,0,5,0,0,0,0,6
390332,2,1,0,0,0,0,0,0,0,0,0,0
390333,1,1,14,14,14,14,14,14,14,14,14,14
390334,1,1,0,0,0,0,0,0,0,0,0,0
390335,1,1,23,23,23,23,23,23,23,23,23,23
390336,1,1,0,0,0,0,0,0,0,0,0,0
390337,1,1,0,0,0,0,0,0,16,0,0,0
390337,2,1,0,0,0,0,0,0,0,0,0,0
390338,1,1,0,0,0,0,0,0,0,0,0,0
390339,1,1,0,16,0,0,0,0,0,0,13,0
390340,1,1,0,0,0,0,0,0,0,0,0,0
390341,0,1,29,29,29,29,29,29,29,29,29,29
390341,1,1,2,2,2,2,2,2,2,2,2,2
390342,1,1,18,18,18,18,18,18,18,18,18,18
390343,1,1,28,28,28,28,28,28,28,28,28,28
390344,1,1,0,0,0,0,0,0,0,0,0,0
390344,2,1,0,0,0,0,0,0,0,0,0,12
390345,0,1,29,29,29,29,29,29,29,29,29,29
390345,1,1,15,13,13,14,17,9,0,29,9,9
390346,1,1,0,0,0,0,0,0,0,0,0,0
390346,2,1,0,0,0,0,0,0,0,0,0,0
390347,1,1,10,10,0,0,0,0,0,0,0,0
390348,1,1,21,21,21,21,21,21,21,21,21,21
390349,1,1,0,0,0,0,0,0,0,0,0,0
390349,2,1,0,0,0,4,0,0,0,0,0,0
390350,1,1,0,0,0,0,0,0,0,0,0,0
390350,2,1,0,0,0,0,0,0,0,0,0,0
390350,3,1,0,0,0,0,11,0,0,0,0,0
390351,1,1,0,0,0,0,0,0,0,0,0,0
390351,2,1,0,0,0,0,0,0,0,0,0,0
390352,1,1,0,0,0,0,0,0,0,0,0,0
390353,1,1,0,0,0,0,0,0,0,0,0,0
390353,2,1,0,0,0,0,0,0,0,0,0,0
390354,1,1,0,0,0,0,0,0,0,0,0,0
390354,2,1,0,0,0,0,0,0,0,0,0,0
390355,0,1,25,25,25,25,25,25,25,25,25,25
390355,1,1,0,0,0,0,0,0,0,0,0,0
390356,1,1,19,19,19,19,19,19,19,19,19,19
390357,1,1,33,0,0,0,0,0,0,0,0,0
390358,1,1,0,0,0,0,0,0,0,0,0,0
390359,1,1,22,22,22,22,22,22,22,22,22,22
390359,2,1,0,0,0,0,0,0,0,0,0,0
390360,1,1,10,10,10,10,10,10,10,10,10,10
390361,1,1,0,0,0,0,0,0,0,0,0,0
390361,2,1,0,0,0,0,0,0,0,0,0,0
390361,3,1,0,0,0,0,0,0,0,0,0,0
390362,1,1,0,0,0,0,0,0,0,0,0,0
390363,1,1,0,0,0,0,0,0,0,0,0,0
390364,1,1,0,0,0,0,0,0,0,0,0,0
390364,2,1,0,0,0,0,0,0,0,0,0,0
390365,1,1,19,19,19,19,19,19,19,19,19,19
390365,2,1,0,0,0,0,0,0,0,0,0,0
390366,1,1,0,0,0,0,0,12,0,0,0,0
390366,2,1,0,0,0,0,0,0,0,0,0,0
390367,0,1,0,0,0,0,0,0,0,0,0,0
390367,1,1,6,0,0,0,0,0,0,0,0,0
390368,1,1,0,0,0,0,0,0,0,0,0,0
390368,2,1,0,0,0,0,0,0,0,0,0,0
390369,1,1,0,0,0,0,0,0,0,0,0,0
390369,2,1,0,0,0,0,0,0,0,0,0,0
390370,1,1,28,28,28,28,28,28,28,28,28,28
390371,1,1,23,23,23,23,23,23,23,23,23,23
390372,1,1,0,0,0,0,0,0,0,0,0,0
390372,2,1,0,0,0,0,0,0,0,0,0,0
390373,1,1,0,0,0,0,0,0,0,0,0,0
390373,2,1,0,0,0,0,0,0,0,0,0,0
390374,1,1,8,24,15,19,8,24,14,7,7,19
390375,1,1,0,0,0,0,0,0,0,0,0,0
390375,2,1,0,0,0,0,0,0,0,0,0,0
390377,1,1,0,0,0,0,0,0,0,0,0,0
390377,2,1,0,0,0,0,0,0,0,0,0,0
390378,1,1,0,0,0,0,0,0,0,0,0,0
390378,2,1,0,0,0,0,0,0,26,0,0,0
390379,1,1,15,0,0,0,0,0,0,0,0,0
390379,2,1,0,0,0,0,0,0,0,0,0,0
390380,1,1,0,0,0,0,0,0,0,0,0,0
390381,1,1,0,0,0,0,0,0,0,0,0,0
390381,2,1,0,0,0,0,0,0,0,0,0,0
390382,1,1,0,0,0,0,0,0,0,0,0,0
390383,1,1,0,0,0,0,0,0,0,0,0,0
390384,1,1,9,19,14,15,35,0,20,12,21,12
390385,1,1,0,0,0,0,0,0,0,0,0,0
390385,2,1,0,0,0,0,0,0,0,0,0,0
390386,1,1,0,9,12,0,0,0,7,0,0,0
390386,2,1,0,0,0,0,0,0,22,0,0,0
390387,1,1,0,0,0,0,0,0,0,0,0,0
390387,2,1,0,0,0,0,0,0,0,0,0,0
390388,1,1,0,0,0,0,0,0,0,0,14,0
390388,2,1,0,0,0,0,0,0,0,0,0,0
390389,1,1,0,0,0,0,0,0,0,0,0,0
390389,2,1,0,0,0,0,0,0,0,0,0,0
390390,1,1,0,0,0,0,0,0,0,0,0,0
390390,2,1,0,0,0,0,0,0,0,0,0,0
390391,1,1,0,0,0,0,0,0,0,0,0,0
390392,1,1,0,0,0,0,0,0,0,0,0,0
390392,2,1,0,0,0,0,0,0,0,0,0,0
390393,1,1,0,0,0,0,0,0,0,0,0,0
390394,1,1,9,18,10,8,0,24,0,7,18,15
390394,2,1,0,0,0,0,0,0,15,0,0,0
390395,0,1,0,0,0,0,0,0,0,0,0,0
390395,1,1,23,23,23,23,23,23,23,23,23,23
390396,1,1,0,0,0,0,0,0,0,0,0,0
390396,2,1,0,0,0,0,0,0,0,0,0,0
390396,3,1,0,0,0,0,0,0,0,0,0,0
390397,1,1,0,0,0,0,0,0,0,0,0,0
390397,2,1,0,0,0,0,0,0,0,0,0,0
390398,1,1,21,21,21,21,21,21,21,21,21,21
390398,2,1,0,0,0,0,0,0,0,0,0,0
390399,1,1,19,19,19,19,19,19,19,19,19,19
390400,1,1,16,16,16,16,16,16,16,16,16,16
390401,1,1,0,0,0,0,0,0,0,0,0,0
390402,1,1,0,0,0,20,24,0,2,18,0,0
390402,2,1,0,0,22,9,17,0,0,25,21,0
390403,1,1,0,0,0,0,0,0,0,0,0,0
390403,2,1,0,0,0,14,0,0,0,0,0,0
390404,1,1,0,11,0,0,0,0,10,13,0,0
390404,2,1,10,10,10,10,10,10,10,10,10,10
390405,1,1,0,0,0,0,0,0,0,9,0,0
390405,2,1,33,33,33,33,33,33,33,33,33,33
390406,1,1,7,7,7,7,7,7,7,7,7,7
390407,1,1,0,0,0,0,0,0,0,0,0,0
390407,2,1,0,0,0,0,0,0,0,0,0,0
390408,1,1,0,0,0,0,0,0,0,0,0,0
390408,2,1,0,0,0,0,0,0,0,0,0,0
390409,1,1,0,0,0,0,0,0,0,0,0,0
390409,2,1,0,0,0,0,0,0,0,0,0,0
390410,1,1,0,0,0,0,0,0,0,0,0,0
390410,2,1,0,0,0,0,0,0,0,0,0,0
390411,1,1,0,0,0,0,0,0,0,0,0,0
390412,1,1,0,0,0,0,0,0,0,0,0,0
390412,2,1,18,18,18,18,18,18,18,18,18,18
390413,1,1,0,0,0,0,0,0,0,0,0,0
390413,2,1,0,0,0,0,0,0,0,0,0,0
390414,1,1,0,0,0,0,0,0,0,0,0,0
390414,2,1,12,0,0,17,0,0,0,0,0,0
390414,3,1,0,0,6,0,0,20,0,0,0,0
390415,1,1,0,0,0,0,0,0,0,0,0,0
390416,1,1,0,0,0,0,0,0,0,0,0,0
390416,2,1,0,0,0,0,0,0,0,0,0,0
390417,1,1,0,0,0,0,0,0,0,0,0,0
390418,1,1,11,11,11,11,11,11,11,11,11,11
390419,1,1,0,0,0,0,0,0,0,0,0,0
390420,0,1,20,20,20,20,20,20,20,20,20,20
390420,1,1,0,0,0,0,0,0,9,0,0,0
390421,1,1,0,0,0,0,0,0,0,0,0,0
390422,1,1,0,0,0,0,0,0,0,0,0,0
390422,2,1,0,0,0,0,0,0,0,0,0,0
390423,1,1,0,0,0,0,0,12,0,0,0,0
390423,2,1,0,0,0,0,0,0,0,0,0,0
390424,1,1,26,26,26,26,26,26,26,26,26,26
390425,1,1,20,20,20,20,20,20,20,20,20,20
390426,1,1,0,0,0,0,0,0,0,0,0,0
390426,2,1,1,1,1,1,1,1,1,1,1,1
390426,3,1,0,0,0,0,0,0,0,0,0,0
390427,1,1,0,0,0,0,0,0,0,0,0,0
390427,2,1,0,0,0,0,0,0,0,0,0,0
390428,0,1,0,0,0,0,0,0,0,0,0,0
390428,1,1,0,0,0,0,0,29,10,0,0,0
390429,1,1,0,0,0,0,0,0,0,0,0,0
390429,2,1,0,0,0,0,0,0,0,0,0,0
390430,1,1,0,0,0,0,0,0,0,0,0,0
390430,2,1,0,0,0,0,0,20,0,0,0,0
390431,1,1,19,19,19,19,19,19,19,19,19,19
390432,1,1,0,0,0,0,0,0,0,0,0,0
390433,1,1,12,12,12,12,12,12,12,12,12,12
390434,1,1,22,22,22,22,22,22,22,22,22,22
390435,1,1,0,0,0,0,0,0,0,0,0,0
390435,2,1,0,0,0,0,0,0,0,0,0,0
390436,1,1,0,0,0,0,0,0,0,0,0,0
390436,2,1,0,0,0,0,0,0,0,0,0,0
390437,1,1,11,11,11,11,11,11,11,11,11,11
390437,2,1,0,0,0,0,0,0,0,0,0,0
390438,1,1,0,15,0,0,0,0,0,0,0,0
390438,2,1,0,0,0,0,0,0,0,0,0,0
390439,1,1,28,28,28,28,28,28,28,28,28,28
390440,0,1,0,0,0,0,0,0,0,0,0,0
390440,1,1,18,0,0,19,0,0,0,0,0,0
390441,1,1,8,8,8,8,8,8,8,8,8,8
390442,1,1,1,1,1,1,1,1,1,1,1,1
390442,2,1,0,0,0,10,0,0,0,0,0,0
390442,3,1,23,0,0,17,0,0,13,0,0,34
390443,1,1,6,6,6,6,6,6,6,6,6,6
390443,2,1,0,0,0,0,0,0,0,0,0,0
390444,1,1,0,24,0,0,0,0,0,0,0,0
390444,2,1,0,0,0,0,0,0,0,0,0,0
390445,1,1,0,0,0,0,0,0,0,0,0,0
390446,1,1,12,12,12,12,12,12,12,12,12,12
390446,2,1,1,1,1,1,1,1,1,1,1,1
390446,3,1,1,1,1,1,1,1,1,1,1,1
390447,1,1,29,29,29,29,29,29,29,29,29,29
390448,1,1,0,0,0,0,0,0,0,0,0,0
390448,2,1,0,0,0,0,0,8,0,0,0,0
390449,0,1,0,0,3,0,0,0,0,0,0,0
390449,1,1,0,0,0,0,0,0,0,0,0,0
390449,3,1,0,0,0,0,0,0,0,0,0,0
390450,1,1,0,0,0,0,0,0,0,0,0,0
390451,1,1,0,0,0,0,0,0,0,0,0,0
390451,2,1,0,0,0,11,0,0,0,0,0,0
390452,1,1,0,0,0,0,0,0,0,0,0,0
390453,1,1,0,0,0,0,0,0,0,0,0,0
390453,2,1,0,0,0,0,0,0,0,0,0,11
390454,1,1,0,0,0,0,0,0,0,0,0,0
390454,2,1,0,0,0,0,0,0,0,0,0,0
390454,3,1,0,0,0,0,0,0,0,0,0,0
390455,1,1,0,0,0,0,0,0,0,0,0,0
390455,2,1,0,0,0,0,0,0,0,0,0,0
390455,3,1,0,0,0,0,0,0,0,0,0,0
390456,1,1,0,0,0,0,0,0,0,0,0,0
390456,2,1,0,0,0,0,0,0,0,0,0,0
390457,1,1,0,0,0,0,0,0,0,0,0,0
390457,2,1,0,0,0,0,0,0,0,0,0,0
390458,1,1,2,2,2,2,2,2,2,2,2,2
390459,1,1,29,29,29,29,29,29,29,29,29,29
390460,1,1,0,0,0,0,0,0,0,0,0,0
390461,1,1,0,0,0,0,0,0,0,0,0,0
390462,1,1,0,0,0,0,0,0,0,0,0,0
390464,1,1,0,0,0,0,0,0,0,0,0,0
390465,1,1,17,17,17,17,17,17,17,17,17,17
390466,1,1,19,19,19,19,19,19,19,19,19,19
390467,1,1,12,12,12,12,12,12,12,12,12,12
390468,1,1,0,0,0,0,0,0,0,0,0,0
390469,1,1,0,0,0,0,0,0,0,0,0,0
390470,1,1,27,0,0,0,0,0,0,0,0,0
390471,1,1,10,10,10,10,10,10,10,10,10,10
390472,1,1,10,10,10,10,10,10,10,10,10,10
390473,1,1,0,0,18,13,19,19,14,0,17,0
390474,1,1,0,0,0,0,0,0,0,0,0,0
390475,1,1,0,0,0,0,0,0,0,0,0,0
390475,2,1,0,0,0,0,0,18,0,0,0,0
390475,3,1,7,7,7,7,7,7,7,7,7,7
390476,1,1,0,0,0,0,0,0,0,0,0,0
390476,2,1,0,18,0,11,0,0,0,0,0,0
390476,3,1,0,0,0,0,0,0,0,0,0,0
390477,1,1,0,0,0,0,0,0,0,0,0,0
390478,1,1,0,0,0,0,0,0,0,0,0,0
390479,0,1,7,7,7,7,7,7,7,7,7,7
390479,0,2,1,1,1,1,1,1,1,1,1,1
390479,1,1,0,15,0,0,18,0,0,19,0,0
390480,1,1,0,0,0,0,0,0,0,0,0,0
390480,2,1,0,0,0,0,0,0,0,0,0,0
390481,0,1,0,0,0,0,0,0,0,0,0,0
390481,1,1,0,0,0,0,0,0,0,0,15,0
390482,1,1,0,0,0,0,0,0,0,0,0,0
390482,2,1,0,0,0,0,0,0,0,0,0,0
390482,3,1,0,0,0,0,0,0,0,0,0,0
390482,4,1,0,0,0,0,0,0,0,0,0,0
390482,5,1,0,0,0,0,0,0,0,0,0,0
390483,1,1,0,0,4,0,0,0,0,0,0,0
390484,1,1,0,0,0,0,0,0,0,0,0,0
390484,2,1,0,0,0,0,0,0,0,0,0,0
390485,0,1,0,0,0,0,0,0,0,0,0,0
390485,1,1,0,0,0,0,0,0,0,0,0,0
390486,1,1,0,0,0,0,0,0,0,0,0,0
